,Pole ID,Install Pole Date,Install Light Date and Time,Install Light Date,Street Light installed month,Street Light installed year,Street Light installed month and year,Head Style,Refractor,Light Type,Bracket Length,Pole Height,Pole Type,Number of Lights,Light Source,Wattage,Year 1 LE,Street Name,Neighbourhood
32,134098G,2017/11/01 00:00:00+00,2019/12/19 00:00:00+00,12/19/2019,December,2019,18-Dec,GCJ120H 3K T3, ,SL,3,9.1,HAMPTON,1,LED,46,41,SYNERGY WAY,Kanata-Katimavik-Hazeldean
33,H1-106165,,2019/11/13 00:00:00+00,11/13/2019,November,2019,17-May,GCJ120H 3K T3, ,SL,3,10.7,HAMPTON,1,LED,46,41,CONSTANCE CREEK DRIVE,Dunrobin
34,134095G,2017/11/01 00:00:00+00,2019/12/19 00:00:00+00,12/19/2019,December,2019,17-Oct,GCJ120H 3K T3, ,SL,3,9.1,HAMPTON,1,LED,46,41,SYNERGY WAY,Kanata-Katimavik-Hazeldean
35,2070576,,2020/01/23 00:00:00+00,1/23/2020,January,2020,18-Nov,GCJ120H 3K, ,SL,2.4,0,WOOD,1,LED,46,41,LINKS DRIVE,Stittsville
36,H1-106164,,2019/11/13 00:00:00+00,11/13/2019,November,2019,17-Oct,GCJ120H 3K T3, ,SL,3,10.7,HAMPTON,1,LED,46,41,CONSTANCE CREEK DRIVE,Dunrobin
37,H1-108197,,2019/12/11 00:00:00+00,12/11/2019,December,2019,17-May,GCJ120H 3K T3, ,SL,2.4,0,WOOD,1,LED,46,41,MCGEE SIDE ROAD,Hunt Club East - Western Community
38,H1-106545,,2020/05/20 00:00:00+00,5/20/2020,May,2020,13-Dec,GCJ120H 3K T3, ,SL,3,0,WOOD,1,LED,46,41,IVY ACRES ROAD,Arnprior
39, ,,2018/12/06 00:00:00+00,12/6/2018,December,2018,17-Oct,COBRA HEAD,DROP GLASS,SL,3,0,WOOD,1,HPS,150,0,MAY DEAN DRIVE,Kinburn
40,134097G,2017/11/01 00:00:00+00,2019/12/19 00:00:00+00,12/19/2019,December,2019,18-Nov,GCJ120H 3K, ,SL,3,9.1,HAMPTON,1,LED,46,41,SYNERGY WAY,Kanata-Katimavik-Hazeldean
41,134096G,2017/11/01 00:00:00+00,2019/12/19 00:00:00+00,12/19/2019,December,2019,17-Oct,GCJ120H 3K, ,SL,3,9.1,HAMPTON,1,LED,46,41,SYNERGY WAY,Kanata-Katimavik-Hazeldean
42,H1-106219,,2020/05/20 00:00:00+00,5/20/2020,May,2020,17-Jun,GCL160G 3K, ,SL,3,0,WOOD,1,LED,135,122,KINBURN SIDE  ROAD,Kinburn
43,H1-106223,,2020/05/20 00:00:00+00,5/20/2020,May,2020,17-Oct,GCM240H 3K, ,SL,2.4,0,WOOD,1,LED,107,96,KINBURN SIDE  ROAD,Kinburn
44,H1-106225,,2020/05/20 00:00:00+00,5/20/2020,May,2020,17-Oct,GCM240H 3K, ,SL,2.4,0,WOOD,1,LED,107,87,KINBURN SIDE  ROAD,Kinburn
45,H1-108388,,2020/05/20 00:00:00+00,5/20/2020,May,2020,17-Oct,GCM240H 3K, ,SL,3,0,WOOD,1,LED,107,77,Kinburn Side Rd.,Kinburn
46,134100G,,2019/12/19 00:00:00+00,12/19/2019,December,2019,17-Jun,GCJ120H 3K, ,SL,3,9.1,HAMPTON,1,LED,46,41,SYNERGY WAY,Kanata-Katimavik-Hazeldean
47, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,19-Jun,A01, ,SL,2.4,0,WOOD,1,LED,64,0,DONALD B. MUNRO DRIVE,Carp
48, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-May,A01, ,SL,3,0,WOOD,1,LED,64,0,KINBURN SIDE  ROAD,Kinburn
49, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-Sep,A02, ,SL,3,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
50, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,19-Jun,A02, ,SL,3,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
51, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-Jun,A02, ,SL,3,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
52, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-Jun,A02, ,SL,3,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
53, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,13-Jun,A02, ,SL,3,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
54, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-Oct,A02G, ,SL,1.8,0,WOOD,1,LED,143,0,KINBURN SIDE ROAD,Kinburn
55, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,19-Jun,A02, ,SL,1.8,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
56, ,,2018/03/07 00:00:00+00,3/7/2018,March,2018,17-May,A02, ,SL,1.8,0,WOOD,1,LED,92,0,KINBURN SIDE ROAD,Kinburn
57, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Sep,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,HAWKS LANDING CRESCENT,Stittsville
58, ,,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Aug,GCL160G, ,SL,4.7,0,WOOD,1,LED,135,122,MARCH ROAD,Kanata
59,5153799,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,13-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,WOLISTON CRESCENT,Kanata-Katimavik-Hazeldean
60,11415648,,2017/09/15 00:00:00+00,9/15/2017,September,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STATEWOOD DRIVE,Kanata-Katimavik-Hazeldean
61,5153831,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,20-Jul,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WOLISTON CRESCENT,Kanata-Katimavik-Hazeldean
62, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-May,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,EAGLEHEAD CRESCENT,Navan - Sarsfield
63, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,13-Jun,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
64, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Oct,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
65,11605502,2006/08/01 00:00:00+00,2017/09/14 00:00:00+00,9/14/2017,September,2017,17-May,A02, ,SL,2.4,10.6,NEWPORT,1,LED,92,57,HALTON TERRACE,Kanata-Beaverbrook
66, ,2018/11/16 00:00:00+00,2018/11/16 00:00:00+00,11/16/2018,November,2018,19-Jun,L40U, ,SL,1.4,9.1,MADISON,1,LED,55,0,BOUNDSTONE WAY,Kanata-Lakes
67,15436408,2011/07/01 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,17-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
68, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Sep,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,EAGLEHEAD CRESCENT,Navan - Sarsfield
69,133606G,,2019/01/10 00:00:00+00,1/10/2019,January,2019,17-Sep,GCL180G, , ,2.4,11.2,ALUMINUM,1,LED,186,167,PALLADIUM DRIVE,Kanata-Katimavik-Hazeldean
70, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-May,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
71, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Oct,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
72,11659689,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Jun,GCM240H, ,SL,2.4,11.2,ALUMINUM,1,LED,138,75,MARCH ROAD,Kanata
73,15436539,2011/07/01 00:00:00+00,2017/06/22 00:00:00+00,6/22/2017,June,2017,18-Mar,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
74,11415255,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,GOWARD DRIVE,Kanata-lakes
75,11419399,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,46,WHERNSIDE TERRACE,Kanata-lakes
76,15436450,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,17-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
77,11415234,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,GOWARD DRIVE,Kanata-lakes
78,11419387,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Oct,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
79,11415230,2007/04/01 00:00:00+00,2017/09/22 00:00:00+00,9/22/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,OAKSIDE  CRESCENT,Kanata-lakes
80,11415176,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,19-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
81,11419400,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,19-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
82,15436540,2011/07/01 00:00:00+00,2017/06/22 00:00:00+00,6/22/2017,June,2017,17-Oct,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
83,11419389,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
84,15436451,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,13-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
85,11612443,2009/04/01 00:00:00+00,2017/09/19 00:00:00+00,9/19/2017,September,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,HUNTERBROOK STREET,Billings Bridge - Alta Vista
86,15436145,2011/07/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,85,SECOND LINE ROAD,Kanata-Katimavik-Hazeldean
87,5153629,2006/08/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Mar,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,PENRITH STREET,Kanata-lakes
88,5153728,2006/08/01 00:00:00+00,2017/09/14 00:00:00+00,9/14/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,DUNOLLIE CRESCENT,Kanata-lakes
89,15436567,2011/07/01 00:00:00+00,2017/06/27 00:00:00+00,6/27/2017,June,2017,17-Oct,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,97,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
90,5153718,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Oct,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,46,SCAMPTON DRIVE,Kanata-lakes
91,2068703,2006/08/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BRECHIN CRESCENT,Kanata-lakes
92,2062046,2006/08/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BRECHIN CRESCENT,Kanata-lakes
93, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-May,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,DISCOVERY CRESECENT,Stittsville
94,15436577,,2018/02/13 00:00:00+00,2/13/2018,February,2018,17-Mar,GCJ220H, , ,2.4,9.8,JU-ALUM,0,LED,68,37,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
95,131638G,,2017/12/15 00:00:00+00,12/15/2017,December,2017,19-Jun,GCM240F, , ,2.4,11.2,ALUMINUM,0,LED,138,99,HAZELDEAN ROAD,Kanata-Katimavik-Hazeldean
96,2062603,2006/08/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,PENRITH STREET,Kanata-lakes
97, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,19-Feb,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,EAGLE CREST HEIGHTS,Stittsville
98,11628888,2010/10/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Oct,A01, ,SL,2.4,0,WOOD,1,LED,64,34,OLD CARP ROAD,Kanata-Katimavik-Hazeldean
99, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-May,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,EAGLEHEAD CRESCENT,Navan - Sarsfield
100, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Oct,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,HAWKS LANDING CRESCENT,Stittsville
101,11415649,,2017/09/15 00:00:00+00,9/15/2017,September,2017,19-Mar,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STATEWOOD DRIVE,Kanata-Katimavik-Hazeldean
102,133614G,,2019/01/10 00:00:00+00,1/10/2019,January,2019,19-Jun,GCL180G, ,SL,1.8,11.2,ALUMINUM,1,LED,186,100,PALLADIUM DRIVE,Kanata-Katimavik-Hazeldean
103,11417807,2007/08/01 00:00:00+00,2017/09/19 00:00:00+00,9/19/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,BEAM STREET,Kanata-Katimavik-Hazeldean
104,11658944,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Oct,GCL160G, ,SL,1.8,11.7,ALUMINUM,1,LED,135,109,MARCH ROAD,Kanata
105,11659690,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,19-Jun,GCL160G, ,SL,1.8,11.7,ALUMINUM,1,LED,135,85,MARCH ROAD,Kanata
106,11659691,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Jun,GCL160G, ,SL,2.4,11.2,ALUMINUM,1,LED,138,85,MARCH ROAD,Kanata
107,5153863,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WOLISTON CRESCENT,Kanata-Katimavik-Hazeldean
108, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Oct,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
109, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,18-Nov,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,80,0,KIMPTON DRIVE,Stittsville
110,11418808,2006/06/01 00:00:00+00,2017/09/11 00:00:00+00,9/11/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BRECKENBRIDGE CRESCENT,Kanata-Katimavik-Hazeldean
111,11417640,2007/08/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FORESTBROOK STREET,Kanata-Katimavik-Hazeldean
112,11419379,2008/01/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Sep,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,ROY ERRINGTON WAY,Kanata-Katimavik-Hazeldean
113,11419401,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,WHERNSIDE TERRACE,Kanata-lakes
114,11415177,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
115,11415196,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Oct,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,GOWARD DRIVE,Kanata-lakes
116,11419376,2008/01/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Sep,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,ROY ERRINGTON WAY,Kanata-Katimavik-Hazeldean
117,15436541,2011/07/01 00:00:00+00,2017/06/22 00:00:00+00,6/22/2017,June,2017,17-Oct,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
118,11419391,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
119,11415171,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
120,11415168,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
121,133333G,,2019/01/17 00:00:00+00,1/17/2019,January,2019,17-Jun,GCJ220H 3K T3, ,SL,1.8,0,WOOD,1,LED,46,41,LLOYDALEX CRESCENT,Stittsville
122,15436452,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,17-Oct,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
123,11419403,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
124,11415227,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,19-Feb,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,GOWARD DRIVE,Kanata-lakes
125,11419393,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
126, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Sep,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,SAMANTHA EASTOP AVENUE,Stittsville - Basswood
127, ,2018/11/16 00:00:00+00,2018/11/16 00:00:00+00,11/16/2018,November,2018,17-Jun,L40U, ,SL,1.4,9.1,MADISON,1,LED,55,0,GABRIOLA WAY,Kanata-Katimavik-Hazeldean
128,11612495,2009/04/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FORESTBROOK STREET,Kanata-Katimavik-Hazeldean
129,11415778,,2017/09/15 00:00:00+00,9/15/2017,September,2017,17-Oct,A02, ,SL,2.4,10.7,NEWPORT,1,LED,92,49,BRADY AVENUE,Kanata-Katimavik-Hazeldean
130,11612445,2009/04/01 00:00:00+00,2017/09/19 00:00:00+00,9/19/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,HUNTERBROOK STREET,Billings Bridge - Alta Vista
131,15436426,2011/07/01 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,17-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
132, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,20-Nov,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,DISCOVERY CRESECENT,Stittsville
133,5153935,2006/10/01 00:00:00+00,2017/09/15 00:00:00+00,9/15/2017,September,2017,17-Sep,A02, ,SL,1.8,10.6,NEWPORT,1,LED,92,82,HALTON TERRACE,Kanata-Beaverbrook
134,11415772,2007/04/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STATEWOOD DRIVE,Kanata-Katimavik-Hazeldean
135,11415773,2007/04/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STATEWOOD DRIVE,Kanata-Katimavik-Hazeldean
136,5153774,2006/08/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,PENRITH STREET,Kanata-lakes
137,11415763,,2017/09/15 00:00:00+00,9/15/2017,September,2017,17-Jun,A02, ,SL,2.4,10.7,NEWPORT,1,LED,92,49,BRADY AVENUE,Kanata-Katimavik-Hazeldean
138,11417814,2007/08/01 00:00:00+00,2017/09/15 00:00:00+00,9/15/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,MALKOWSKI STREET,Kanata-Katimavik-Hazeldean
139, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,20-Nov,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,EAGLEHEAD CRESCENT,Navan - Sarsfield
140, ,2018/11/16 00:00:00+00,2018/11/16 00:00:00+00,11/16/2018,November,2018,17-Jun,L40U, ,SL,1.4,9.1,MADISON,1,LED,55,0,BOUNDSTONE WAY,Kanata-Lakes
141, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-May,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,HAWKS LANDING CRESCENT,Stittsville
142,5153795,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,WOLISTON CRESCENT,Kanata-Katimavik-Hazeldean
143,5153800,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,40,WOLISTON CRESCENT,Kanata-Katimavik-Hazeldean
144,11417633,2007/08/01 00:00:00+00,2017/09/18 00:00:00+00,9/18/2017,September,2017,17-Oct,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FORESTBROOK STREET,Kanata-Katimavik-Hazeldean
145,11418792,2006/06/01 00:00:00+00,2017/09/11 00:00:00+00,9/11/2017,September,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,BRECKENBRIDGE CRESCENT,Kanata-Katimavik-Hazeldean
146,5153909,2005/12/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-May,A02, ,SL,2.4,10.6,NEWPORT,1,LED,92,74,FLAMBOROUGH WAY,Kanata-Katimavik-Hazeldean
147,15436589,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,17-Jun,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
148,15436590,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,17-May,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,122,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
149, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,17-Jun,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,GERANIUM WALK,Stittsville - Basswood
150,11419375,2008/01/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Sep,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,ROY ERRINGTON WAY,Kanata-Katimavik-Hazeldean
151,11415167,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
152,11419274,2008/01/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Sep,GCM240H, ,SL,2.4,10.6,NEWPORT,1,LED,150,124,KLONDIKE ROAD,Kanata-Katimavik-Hazeldean
153,15436542,2011/07/01 00:00:00+00,2017/06/22 00:00:00+00,6/22/2017,June,2017,17-Oct,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
154,11419394,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Sep,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
155,11419361,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Jun,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
156,11419272,,2017/09/15 00:00:00+00,9/15/2017,September,2017,17-Oct,A02, ,SL,2.4,10.7,NEWPORT,1,LED,92,82,KLONDIKE ROAD,Kanata-Katimavik-Hazeldean
157,11418238,2006/08/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-Mar,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,GOWARD DRIVE,Kanata-lakes
158,5153708,2006/10/01 00:00:00+00,2017/09/20 00:00:00+00,9/20/2017,September,2017,17-Sep,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WHERNSIDE TERRACE,Kanata-lakes
159,11415166,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
160,11415165,2007/04/01 00:00:00+00,2017/09/21 00:00:00+00,9/21/2017,September,2017,17-May,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,FINLAYSON CRESCENT,Kanata-lakes
